model_id,auc,logloss,aucpr,mean_per_class_error,rmse,mse
DeepLearning_grid_2_AutoML_1_20240830_174212_model_5,0.7560231288146483,2.5356547057487053,0.4956805798177479,0.2628493414712496,0.3912920909411894,0.153109500433128
DeepLearning_grid_1_AutoML_1_20240830_174212_model_26,0.7548452725131171,0.5697793686955442,0.646887253783369,0.2578166827283435,0.3285535687371336,0.1079474475299063
DeepLearning_grid_2_AutoML_1_20240830_174212_model_4,0.7542028054395545,0.7809857317124341,0.5706815037254939,0.2815611949887568,0.3493731379495171,0.1220615895206923
DeepLearning_grid_2_AutoML_1_20240830_174212_model_8,0.7456901167148517,0.5165059439081375,0.5409854214720732,0.2969536352928579,0.3542995573362562,0.1255281763286671
DeepLearning_grid_2_AutoML_1_20240830_174212_model_22,0.7434950208801799,1.0817003656823676,0.4851435039622304,0.3214476924724275,0.391393597319086,0.1531889480223748
StackedEnsemble_Best1000_1_AutoML_1_20240830_174212,0.7422368561944533,0.3472201142783668,0.701136610281684,0.2045454545454545,0.2955687618725356,0.0873608929948637
DeepLearning_grid_2_AutoML_1_20240830_174212_model_6,0.7414873112752971,2.1117548483065693,0.5196486489944093,0.3191722882535603,0.410329559382989,0.1683703473034379
DeepLearning_grid_2_AutoML_1_20240830_174212_model_24,0.7345004818503053,2.756027650140594,0.4465082550486129,0.3307634650390834,0.4434585154874512,0.196655454958334
DeepLearning_grid_2_AutoML_1_20240830_174212_model_21,0.7306992183317271,0.685230016982679,0.5641953777351424,0.3042884677160296,0.3585225055825006,0.1285383870091541
DeepLearning_grid_3_AutoML_1_20240830_174212_model_7,0.7297890566441804,0.5198806171808656,0.5653357638421612,0.2752436020987258,0.3440481847314719,0.118369153417021
DeepLearning_grid_2_AutoML_1_20240830_174212_model_23,0.721490523610665,0.6629585389009185,0.5189138853303384,0.3004872041974515,0.3671286853910821,0.1347834716369841
DeepLearning_grid_3_AutoML_1_20240830_174212_model_6,0.7204197451547275,1.487850052352378,0.50367281824833,0.3073134168540529,0.3826853821953278,0.1464481017459841
DeepLearning_grid_2_AutoML_1_20240830_174212_model_25,0.7174215654781025,0.5051881400916516,0.5532463737611355,0.2812935003747724,0.35219509787455,0.1240413869668638
DeepLearning_grid_1_AutoML_1_20240830_174212_model_7,0.715547703180212,0.6255361646191209,0.4326696330336218,0.3535175072277545,0.3906136165363619,0.152578997423616
DeepLearning_grid_1_AutoML_1_20240830_174212_model_29,0.7141021522646964,0.5170660433785584,0.4661169245018999,0.3330656387193489,0.3664689293958067,0.1342994762125088
DeepLearning_grid_1_AutoML_1_20240830_174212_model_27,0.7136203019595246,2.5112079102609477,0.5443226677242934,0.3206981475532712,0.385290520321863,0.1484487850498919
DeepLearning_grid_2_AutoML_1_20240830_174212_model_26,0.7111039725880716,0.6929300152742001,0.3768163303019608,0.3439072705857158,0.3927022272220249,0.1542150392651389
DeepLearning_grid_2_AutoML_1_20240830_174212_model_9,0.7076774815290716,0.5257374047530351,0.4585252907737201,0.3373219830817004,0.3768160310679674,0.1419903212698153
DeepLearning_grid_2_AutoML_1_20240830_174212_model_10,0.7067673198415247,1.3738284869848632,0.488179594278589,0.2979441053646,0.3971565411734306,0.1577333181968429
DeepLearning_grid_1_AutoML_1_20240830_174212_model_3,0.6980404754256344,0.6253690748640668,0.4490394200013963,0.3234554020773101,0.3819139798369191,0.1458582879948746
DeepLearning_grid_1_AutoML_1_20240830_174212_model_15,0.6978798586572438,0.6214856172657319,0.4528546952001769,0.3229200128493414,0.3762591109748111,0.1415709185915552
DeepLearning_grid_1_AutoML_1_20240830_174212_model_6,0.6960059963593532,0.6265296548149458,0.3157210343623007,0.3054663240175608,0.4168175898480288,0.1737369032067195
DeepLearning_grid_1_AutoML_1_20240830_174212_model_8,0.6917228825356033,0.5723376893627035,0.3458356878247477,0.340855551986294,0.4039538139853714,0.163178683833328
DeepLearning_1_AutoML_1_20240830_174212,0.688938858550166,0.4767205657436846,0.3860686968581422,0.3418192525966377,0.3820092621517402,0.145931076369717
DeepLearning_grid_1_AutoML_1_20240830_174212_model_2,0.6865296070243067,0.7001542045422046,0.4089436705859671,0.3401060070671378,0.3884848921596843,0.1509205114363215
DeepLearning_grid_1_AutoML_1_20240830_174212_model_23,0.6849769782631974,0.9760587385389594,0.3557071874218696,0.3342434950208801,0.4638202948839389,0.215129265946224
DeepLearning_grid_1_AutoML_1_20240830_174212_model_5,0.6838526608844631,0.6582364283501739,0.3321679915508381,0.3542402826855124,0.4165860491484849,0.1735439363451438
DeepLearning_grid_1_AutoML_1_20240830_174212_model_14,0.6786058464503694,0.8082121238862525,0.3938029106552362,0.3595674055038013,0.4162333185112528,0.17325017543889
DeepLearning_grid_3_AutoML_1_20240830_174212_model_3,0.6684334511189635,0.9588193726300506,0.3250551873952352,0.3370007495449191,0.4269116839222355,0.1822535858693187
DeepLearning_grid_1_AutoML_1_20240830_174212_model_19,0.6682192954277759,1.0978887920998228,0.268800718615734,0.3431041867437627,0.4720790906133469,0.2228586677943246
DeepLearning_grid_1_AutoML_1_20240830_174212_model_12,0.665702966056323,0.5587807354668884,0.3578241207276171,0.3694185672984259,0.4237989583783721,0.1796055571225932
DeepLearning_grid_1_AutoML_1_20240830_174212_model_30,0.6650604989827605,0.5925644813450028,0.3542174560000295,0.3499303994003641,0.3960456403962045,0.1568521492768397
DeepLearning_grid_3_AutoML_1_20240830_174212_model_8,0.6605632294678231,0.5586845853816524,0.3505979393144717,0.3635828247135667,0.394886193020843,0.1559351054384944
DeepLearning_grid_2_AutoML_1_20240830_174212_model_3,0.658957061783917,1.5163711317308874,0.3626494893362331,0.3486722347146375,0.6060327959498981,0.3672757497668509
DeepLearning_grid_3_AutoML_1_20240830_174212_model_2,0.6533354748902452,0.8809446420576517,0.2882592894260033,0.3761377021094335,0.426045710819226,0.1815149477074595
DeepLearning_grid_1_AutoML_1_20240830_174212_model_13,0.648784666452511,0.6925385833138745,0.3560042425870495,0.3809562051611521,0.4024635967832373,0.1619769467357002
DeepLearning_grid_2_AutoML_1_20240830_174212_model_2,0.6468572652318235,0.8680278671643208,0.2682283991441901,0.339811542991755,0.4249828554636465,0.1806104274380346
DeepLearning_grid_1_AutoML_1_20240830_174212_model_10,0.6444480137059643,1.104155697215777,0.3218976880211574,0.3637969804047543,0.455652376913113,0.2076190885865696
DeepLearning_grid_1_AutoML_1_20240830_174212_model_1,0.6410215226469643,0.6459801865820068,0.2726215767121927,0.3635025163293715,0.4089876608450195,0.1672709067234806
DeepLearning_grid_1_AutoML_1_20240830_174212_model_21,0.6409679837241675,0.5929603435257886,0.2917516354260162,0.3613074204946996,0.4016405252157606,0.161315111495592
GLM_1_AutoML_1_20240830_174212,0.6380233429703395,0.4616588377640275,0.3470098047940578,0.3673840882321448,0.3800052124452384,0.1444039614855507
DeepLearning_grid_1_AutoML_1_20240830_174212_model_16,0.6355070135988864,0.5384279630125665,0.3112899458091847,0.3705696541385587,0.4132157959078317,0.1707472939877428
DeepLearning_grid_1_AutoML_1_20240830_174212_model_17,0.6297248099368241,0.7427127403590827,0.2553332976818163,0.3771817111039726,0.449933294817286,0.2024399697851388
DeepLearning_grid_1_AutoML_1_20240830_174212_model_20,0.6279580254845273,0.6713250726910488,0.2726568237396237,0.3941000107077845,0.4140870641034411,0.1714680966578073
DeepLearning_grid_2_AutoML_1_20240830_174212_model_1,0.6260306242638398,0.833460819085759,0.3052874732119298,0.3977941963807689,0.4227642402564042,0.1787296028395746
GBM_grid_1_AutoML_1_20240830_174212_model_38,0.5992076239426062,0.4756033015516501,0.3015063754569363,0.4120355498447371,0.3861000541900296,0.1490732518455437
GBM_grid_1_AutoML_1_20240830_174212_model_53,0.5891423064567941,0.4760298512919001,0.3141339051276048,0.442740122068744,0.3861826442273082,0.1491370347023957
DeepLearning_grid_1_AutoML_1_20240830_174212_model_22,0.5734018631545134,0.7758172790272211,0.2194114128839681,0.4132401756076668,0.4648278801243771,0.2160649581409222
GBM_grid_1_AutoML_1_20240830_174212_model_40,0.567860584645037,0.482493330943911,0.2810911811184948,0.4191026876539245,0.3894098908035154,0.1516400630556058
DeepLearning_grid_1_AutoML_1_20240830_174212_model_18,0.5673519648784666,0.7633148531616891,0.277947536120095,0.4437305921404861,0.4165855623954369,0.1735435307963224
GBM_grid_1_AutoML_1_20240830_174212_model_39,0.5644340935860371,0.4856803080840223,0.2284248314295125,0.4223685619445337,0.3918908167681276,0.1535784122671901
GBM_grid_1_AutoML_1_20240830_174212_model_34,0.5568047970874825,0.4895649635977597,0.2281713819679673,0.4238676517828461,0.3932657647824079,0.1546579617498921
GBM_grid_1_AutoML_1_20240830_174212_model_55,0.551798907805975,0.4846874549201854,0.2476836527760264,0.4689741942392119,0.3910589561560168,0.1529271071898334
GBM_grid_1_AutoML_1_20240830_174212_model_91,0.551183210193811,0.4832548284266177,0.2374640158168098,0.4556430024627904,0.3906920366256806,0.1526402674827221
GBM_grid_1_AutoML_1_20240830_174212_model_85,0.5501392011992718,0.4885534746448242,0.2437170774005236,0.4409733376164471,0.39262398460474,0.1541535932869031
DeepLearning_grid_1_AutoML_1_20240830_174212_model_9,0.5471677909840453,0.7706511470221302,0.2166035301511453,0.4266516757682835,0.4346684717985765,0.1889366803757099
GBM_grid_1_AutoML_1_20240830_174212_model_58,0.5395652639468893,0.4904098971561033,0.2197492437009672,0.4982332155477032,0.393157030156184,0.1545724503612305
DeepLearning_grid_3_AutoML_1_20240830_174212_model_4,0.5394581861012956,0.6458257540368822,0.1950262815234199,0.4278563015312132,0.4694084679127959,0.2203443097482384
DeepLearning_grid_3_AutoML_1_20240830_174212_model_1,0.5007495449191562,0.790769242786874,0.1922483822155769,0.4669397151729307,0.4184799385860493,0.1751254589989836
